url,name,description,services,location,rating,reviews_count,email,website,scraped_at,service_category,phone
https://www.bark.com/en/gb/company/rm-fitness/7pvQA/,Rm Fitness,"RM fitness & Health specializes in body transformation whether it is weight loss or building muscle mass this is the main focus of the company etc.RM offers one to one session with clients at their homes or in the gym setting.Additionally, RM fitness & Health offers online coaching fitness programme for others who live far distance just to meet all the clientele needs.","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,10,,http://unavailable.You,2025-05-26T05:26:56.723204,personal-trainer,
https://www.bark.com/en/gb/company/pavla-machov-fitness/BmDll/,Pavla Machová Fitness,"Personal Trainer and Nutritionist from area of Greater Manchester. Working with clients ONLINE, from their home or the gym.I specialise in fat loss, gain of lean muscle mass, improving overall fitness, relationship with food and working with clients towards better mental health.In the past I worked mainly with busy professionals, together we were finding that balance between time consuming work, family time and socialising.I've been in Fitness Industry for past 7 years, I am UKBFF Bikini Athlete and competitor as well as Student of Mac Nutrition Uni which is one of the best Nutrition Schools in the world. It is my passion to help people improve their everyday life and find a way to a better health without need of giving all those great foods we love.If you want to lose weight, get stronger, feel happier and gain confidence, get in touch and I'm sure we will find the way that's going to be sustainable for YOU! Follow me and get in touch @pavla_machova_fitness","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,9,,http://unavailable.You,2025-05-26T05:27:02.825700,personal-trainer,
https://www.bark.com/en/gb/company/reaction-combat-fitness-/NV2E/,Reaction Combat Fitness,"Martial Arts based fitness classes, specialising in Kickboxing and Taekwon-Do.Train for fun, train for fitness or train for competition. It's up too you! We provide several different types of classes to cater for your needs.We also offer private 1-2-1 training and coaching to really develop your skills further.With Martial Arts based fitness you will develop your cardio, stamina, strength, flexibility, power, speed, co-ordination, agility, balance and accuracy all while having fun and shedding lbs!","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,9,,http://unavailable.You,2025-05-26T05:27:09.399262,personal-trainer,
https://www.bark.com/en/gb/company/jc-fitness/0m3j4/,JC Fitness,"My name is Jonathan. I am a Mobile Personal Trainer in St. Helens. I help people lose weight, get fit and feel great!I travel to you at home, work or your local park, to provide my personal training services.I am based in St. Helens, but I am also able to cover areas such as Liverpool, Manchester, Warrington and Wigan.Why choose personal training with me?•	Look better - Need to lose weight and get in shape?•	Feel better - Want to improve your health and sense of well being?•	Perform better - Do you want less stress and more energy?If any of these apply to you, then give me a call anytime, on 07738 827988, and take the first step to a new you!!","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,8,,http://unavailable.You,2025-05-26T05:27:15.973616,personal-trainer,07738 827988
https://www.bark.com/en/gb/company/the-life-mentor/KNLQE/,The Life Mentor,"Hey Everyone,I'm Craig Quinn, known as The Life Mentor. I run a brand that helps people achieve their goals without having to suffer the insecurities of people around them who may disrupt their goalsI  will help you stay one step ahead of life both physically and mentally, build your goals without suffering the mental implications of their negativity.","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,7,,http://unavailable.You,2025-05-26T05:27:25.140378,personal-trainer,
https://www.bark.com/en/gb/company/steel-hybrid-health/2M32X/,Steel Hybrid Health,"Women's Specialist Personal Training and Semi-Private Training  (The Academy)5* Coach, Personal Trainer and Nutritional Advisor - Wilmslowwww.facebook.com/steelacademy- Expert Nutrition, Diet and Supplementation- Women's Specialist in Weight Loss, Toning & Body Composition- Strength Training- Mindset Coaching including Anxiety & Depression- 1-1 Personal Training & Programming- Semi-Private Women's Only (max. 4 people) Group Training","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,6,,http://unavailable.You,2025-05-26T05:27:30.244570,personal-trainer,
https://www.bark.com/en/gb/company/jake-taylor-fitness/l2vqB/,Jake Taylor Fitness,"Hi! My Name is JakeI spend my time coaching people just like YOU, so that you can understand the misleading world of fitness one step at time.My main focus in the fitness industry is helping women & men of all shapes & sizes, lose fat in all of their stubborn areas, giving them their dream physique!I have spent considerable time & money investing into my knowledge surrounding the key areas that women & men struggle with!How to structure your plan both before, and after, you have a babyHow to optimise your progress as you move through the different stages of your menstrual cycleHow to keep off the pounds as you move into later lifeHow to fit your training into an already hectic lifestyleAlong with many many more!Contact me today to see what I offer & how me being your coach will benefit you!","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,4,,http://unavailable.You,2025-05-26T05:27:37.599445,personal-trainer,0265948919132
https://www.bark.com/en/gb/company/the-hive-bury/y21a/,THE HIVE BURY,"We offer an unpretentious and results-oriented fitness.Invested in your goals and success, we want to see you thriving through the every day challenges of life applying the mindset and ethos you develop and practice everyday in the gym.","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,79,,http://unavailable.You,2025-05-26T05:27:45.362454,personal-trainer,
https://www.bark.com/en/gb/company/mbfsportstherapy/yeAE/,MBFSportsTherapy,"Nineteen years experience in Body Massage with over ten years in Sports, Soft Tissue and Deep Tissue Massage including Pre- and Post-Event treatments within a private clinic or sports setting.Ceritification in ITEC (International Therapy Examination Course) Level V in Sports Massage as well as holding an Emergency First Aid at Work Certificate.Massage Strokes include: Effleurage, Petrissage, Deep Friction, Forearm Rolling, Tapotement, Percussion, Cupping, Hacking and Circular Kneading.Highly experienced working with Paralympic athletes, so have expert knowledge working with various impairments and neurological conditions.Soft Tissue / Myofascial Release | Muscle Energy Techniques | Neuromuscular Techniques | Positional Release / Strain Counterstrain TechniquesPre-Treatment Questionnaire and Functional Assessment through to post-treatment advice.Background as a Fitness Instructor and experience in Strength & Conditioning through UKSCA (United Kingdom Strength & Conditioning Association) / NSCA (National Strength & Conditioning Association) methodologies utilising Olympic Lifting techniques.Qualified Advanced Sport & Exercise Nutritional Advisor (The Health Sciences Academy)  and Pilates Instructor (The Online Academies Diploma)","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,5,,http://unavailable.You,2025-05-26T05:27:52.116856,therapy,
https://www.bark.com/en/gb/company/sayyida-bano-coaching/bbA8y/,Sayyida Bano Coaching,"As a motivational speaker, writer, mentor and a qualified coach with The Coaching Academy, I have been privileged to speak and deliver on several platforms over the years on a variety of subjects such as identity, women, motherhood, education, spirituality, self-development, health & wellbeing and empowerment.My experiences of working within the community (spanning over 17 years) with individuals and groups have led me to the conclusion that as women we have so much talent, ability and potential but due to the challenges of daily life we are unable to achieve the right balance to bring us more fulfilment, joy and happiness. Due to this reason, I have chosen a path to help empower women on their personal journey of self-discovery so they can live truly fulfilling and purpose-filled lives.As part of my 1:1 coaching and faith based mentoring service, I help my female clients heal and live truly empowering lives. I help clients to work on their mental, emotional, spiritual and physical wellbeing goals.As part of my services I offer:121 Coaching (Minimum 4 sessions)Mentoring (Minimum 2 Sessions)Emotional Freedom Technique (Minimum 4 Sessions)All-Round (Combination of all 3 - Minimum of 4 Sessions)","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,9,,http://unavailable.You,2025-05-26T05:28:00.350573,therapy,
https://www.bark.com/en/gb/company/carol-cbt-cognitive-behavioural-hypnotherapist/dn9VM/,Carol CBT_Cognitive Behavioural Hypnotherapist,"Hi, I'm Carolina.  I'm a Cognitive Behavioural Hypnotherapist and HeartMath Certified practitioner.I made my mission to make therapy accessible to everyone. I offer tailored solutions for anxiety, worry, stress, and health management.Through an integrative research-lead approach, I accompany my clients on the journey to re-establish the balance in their mind and body.I enjoy seeing how they recover their energy, mental peace and overall health.Using both methods (CBT and Hypnosis), I help people that are going through difficult personal, professional or familiar situations in life.  Especially those that gives us anxiety and unwanted behaviours (overeating, overreacting and addictions).I work with my clients on:- Anxiety and stress- Overthinking and worry- Phobias, fears, social anxiety, panic attacks- Depression and challenging life situations- Trauma- OCD- Weight loss- Relationships and breakups- Addictions (non smoking)- Breaking habits and developing healthy ones- Achieving a specific goal- Women's health, PMS, peri-menopause, menopause- Children therapy- Teens therapyWith the right techniques, anyone can overcome their problems. I've created different programs where I teach the tools to build resilience in life, these can include self regulation skills, tools to build confidence and efficacy; and ways to improve your overall health.I offer online sessions, you can arrange your therapy session to take place from your home.We can meet in person If you are in Manchester, Prestwich and Whitefield.I work with adults, children and teenagers. (Enhanced DBS checked)I also offer consultation in Spanish.I have a professional insurance policy, and I follow the Code of Ethics set down by the General Hypnotherapy Register as a practitioner registered with this body.","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,8,,http://unavailable.You,2025-05-26T05:28:08.379156,therapy,
https://www.bark.com/en/gb/company/4therapyuk-/LPAm/,4Therapyuk,"I offer a bespoke service to our clients. As a qualified therapist in area's such as depression, anxiety and anger management.  I have a lot of experience in working with clients who's brain processes information differently. I understand how by thinking differently this can effect your behaviour and your life.From adhd to dyslexia to austisim, and of course many others conditions. Working together in understanding and in some ways reduceing anxiety around these issues can be very benificial. We look at your personal issues and together we work towards a better way of being. Along with my qualifications of CBT Cognative Behavioural Therapy,  Person Centred Counselling and Hypnosis Psychotherapy,  I'm also a fully qualified Energy 4 Life Wellness Coach, as well as Neuro Linguistic Therapy.  I truly believe there is always a better way forward. Beverley at 4Therapyuk.com","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,19,admin@4therapyuk.com,http://unavailable.You,2025-05-26T05:28:15.285061,therapy,
https://www.bark.com/en/gb/company/hannah-stein-psychotherapy--counselling/1keAz/,Hannah Stein Psychotherapy & Counselling,"My names Hannah and I’m a qualified and BACP registered psychotherapist and Counsellor . I have nine years experience of working in a number of settings,  with clients who present with a variety of difficulties and concerns. I use an integrative approach  to enable me to adapt sessions to suit the needs of individual clients.Sometimes in life we can feel stuck and although we know we want things to change or feel differently it can be difficult to know how or where to start. My job as a therapist is to support you in exploring how you’ve been feeling and the reasons you may have been feeling this way. In the hope you can move forward feeling more in control and free of the difficulties you have been experiencing.Alongside my private practice I have experience of working in the NHS, for a local charity and I’m an anxiety UK approved therapist.I have worked with young people across a number of primary and secondary schools across Cheshire and Greater Manchester. I have both set up and overseen the running of school services. I also offer counselling and support to teachers and pastoral staff.If you feel I can help please don’t hesitate to get in touch via phone or email.I charge £50 per session.Please contact me on-Email- H•••••@••••.comContact number- 075•• ••••••I am working remotely and offering telephone and video sessions","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,2,,http://unavailable.You,2025-05-26T05:28:23.288536,therapy,
https://www.bark.com/en/gb/company/julie-ward/1RN0V/,Julie Ward,"I offer face to face and telephone therapy.Quite often we are our own worse critic. Do you take better care of others than you do yourself? Do you feel that people don't really know the ""real"" you? And if they did see the real you, they wouldn't like you?Do you keep finding yourself in relationships that feel toxic? Do you feel deep down that there is something not quite right? Do you wish for a time when you could feel happy and content and relaxed with just being yourself? Therapy can help you feel more compassionate towards yourself so that you stop giving yourself such a hard time.There is nothing magical about psychotherapy. No magic wands. No special potions. But what I offer is the time and the space to be listened to, to be important and to be understood. I will sit with you and be alongside you whilst you spend time considering your difficulties. I offer face to face sessions as well as telephone sessions.Many people think about therapy for a long time before making the decision to go ahead. Making changes is scary. Making yourself vulnerable is scary. It is normal to have these feelings. But by starting therapy you are giving yourself a chance to feel happier and more content in your relationships with yourself and others.","Gutter Cleaning, House Cleaning, See all, Gutter Cleaners in Birmingham, Gutter Cleaners in Bradford, Gutter Cleaners in Leeds, Gutter Cleaners in Liverpool, Gutter Cleaners in London, Gutter Cleaners in Manchester, Gutter Cleaners in Sheffield, Cleaners in Birmingham, Cleaners in Bradford, Cleaners in Leeds, Cleaners in Liverpool, Cleaners in London, Cleaners in Manchester, Cleaners in Sheffield",Accountants in Birmingham,5.0,6,,http://unavailable.You,2025-05-26T05:28:27.999585,therapy,
